Filename,Style,Genre,Date,Predictions,Real Values
19121.jpg,Rococo,portrait,c.1795,Camille Corot,Dmitry Levitzky
85211.jpg,Ukiyo-e,portrait,1888.0,Theophile Steinlen,The appearance of a maiden of the Koka era
23950.jpg,Tonalism,landscape,1855,Camille Pissarro,George Inness
66309.jpg,Expressionism,religious painting,1990,Boris Kustodiev,George Stefanescu-Ramnic 
57398.jpg,Romanticism,battle painting,,Edgar Degas,Jan Matejko
56226.jpg,Expressionism,nude painting (nu),1963,Theophile Steinlen,Nikos Nikolaou
87810.jpg,Art Nouveau (Modern),cityscape,1911.0,Vincent van Gogh,Anna Ostroumova-Lebedeva
90180.jpg,Romanticism,landscape,1774.0,Camille Corot,Thomas Jones
32299.jpg,Impressionism,cityscape,,Pierre-Auguste Renoir,Joaquín Sorolla
86165.jpg,,,,Boris Kustodiev,Mustafa Duzgunman
10034.jpg,Impressionism,landscape,1937.0,Pyotr Konchalovsky,Ivan Albright
15064.jpg,Symbolism,landscape,1897,Vincent van Gogh,Konstantin Somov
59764.jpg,Rococo,cityscape,1750,Camille Corot,Bernardo Bellotto
29929.jpg,Baroque,cityscape,1716.0,Boris Kustodiev,Alexey Zubov
14909.jpg,Impressionism,landscape,1886,Boris Kustodiev,Paul Signac
53962.jpg,Realism,genre painting,c.1879,Vincent van Gogh,James Tissot
56968.jpg,Realism,landscape,1870.0,Camille Corot,Fyodor Vasilyev
42646.jpg,Hard Edge Painting,abstract,1963,Boris Kustodiev,Howard Mehring
4329.jpg,Dada,abstract,1925,Theophile Steinlen,Joan Miro
37107.jpg,Rococo,portrait,1759,Camille Corot,Joshua Reynolds
90838.jpg,Japonism,genre painting,1896,Vincent van Gogh,Pierre Bonnard
63624.jpg,Mechanistic Cubism,figurative,,Edgar Degas,Richard Lindner
98602.jpg,Impressionism,genre painting,,Vincent van Gogh,Stefan Luchian
28269.jpg,Neo-Romanticism,animal painting,,Vincent van Gogh,Stanley Spencer
14091.jpg,Romanticism,cityscape,1843,Pierre-Auguste Renoir,William Turner
48022.jpg,Orphism,design,c.1930,Vincent van Gogh,Sonia Delaunay
9831.jpg,Abstract Art,abstract,1915,Theophile Steinlen,Jean Arp
58804.jpg,Rococo,portrait,1773,Camille Corot,Joshua Reynolds
20216.jpg,Realism,religious painting,,Camille Pissarro,Nikolai Ge
6066.jpg,Expressionism,portrait,1918,Edgar Degas,Amedeo Modigliani
96175.jpg,Symbolism,landscape,1900.0,Camille Corot,Ferdynand Ruszczyc
88343.jpg,Art Nouveau (Modern),illustration,1907,Vincent van Gogh,Konstantin Yuon
64310.jpg,Expressionism,still life,1956,Pierre-Auguste Renoir,Balthus
61550.jpg,Symbolism,literary painting,c.1875,Camille Corot,John Atkinson Grimshaw
98606.jpg,Romanticism,portrait,1804.0,Theophile Steinlen,Charles Turner
46364.jpg,Realism,genre painting,,Camille Pissarro,Jules Breton
48237.jpg,Expressionism,flower painting,1916,Vincent van Gogh,Martiros Saryan
68753.jpg,Impressionism,marina,1875,Eugene Boudin,Eugene Boudin
92762.jpg,Constructivism,illustration,1920,Theophile Steinlen,El Lissitzky
94814.jpg,Early Renaissance,religious painting,c.1410,Vincent van Gogh,Domenico Veneziano
11324.jpg,Cubism,design,,Theophile Steinlen,Fernand Leger
54283.jpg,Constructivism,still life,,Theophile Steinlen,Fernand Leger
50297.jpg,Romanticism,wildlife painting,,Camille Corot,Karl Bodmer
50298.jpg,,,1953.0,Pierre-Auguste Renoir,Andre Masson
96966.jpg,Realism,landscape,,Pierre-Auguste Renoir,Efim Volkov
75234.jpg,Impressionism,portrait,1901,Pierre-Auguste Renoir,Mary Cassatt
61318.jpg,Mannerism (Late Renaissance),religious painting,1544,Pierre-Auguste Renoir,Titian
100838.jpg,Romanticism,portrait,,Camille Corot,Thomas Lawrence
88642.jpg,Expressionism,genre painting,1933.0,Vincent van Gogh,Jose Gutierrez Solana
45554.jpg,Cubism,abstract,1916,Vincent van Gogh,Theo van Doesburg
24705.jpg,Expressionism,sketch and study,,Vincent van Gogh,Carlos Saenz de Tejada
24193.jpg,Naïve Art (Primitivism),genre painting,1945.0,Camille Pissarro,Grandma Moses
75378.jpg,Art Nouveau (Modern),nude painting (nu),,Pierre-Auguste Renoir,Filipp Malyavin
51823.jpg,Romanticism,genre painting,,Eugene Boudin,Jan Matejko
74403.jpg,Art Nouveau (Modern),nude painting (nu),1902.0,Theophile Steinlen,Theophile Steinlen
81887.jpg,Symbolism,sketch and study,,Theophile Steinlen,William Blake
46810.jpg,Expressionism,sketch and study,1929,Theophile Steinlen,Martiros Saryan
82647.jpg,Art Deco,nude painting (nu),1934,Pierre-Auguste Renoir,Zinaida Serebriakova
14034.jpg,Post-Impressionism,genre painting,,Theophile Steinlen,Constantin Piliuta
11882.jpg,Orphism,abstract,,Theophile Steinlen,Fernand Leger
3545.jpg,Art Brut,figurative,1985.0,Vincent van Gogh,Howard Finster
86602.jpg,Rococo,cityscape,1780,Vincent van Gogh,Bernardo Bellotto
57426.jpg,Art Nouveau (Modern),illustration,1894.0,Theophile Steinlen,Theophile Steinlen
96996.jpg,Realism,portrait,1876,Camille Corot,Vasily Perov
7350.jpg,Romanticism,literary painting,1854,Boris Kustodiev,Dante Gabriel Rossetti
47025.jpg,Realism,genre painting,,Theophile Steinlen,Winslow Homer
89848.jpg,Cloisonnism,genre painting,1896,Edgar Degas,Paul Gauguin
78689.jpg,Impressionism,genre painting,,Eugene Boudin,Eugene Boudin
101275.jpg,Realism,portrait,1898,Edgar Degas,Nikolay Bogdanov-Belsky
22270.jpg,Naïve Art (Primitivism),sketch and study,c.1963,Theophile Steinlen,Marc Chagall
84204.jpg,Post-Impressionism,portrait,1946.0,Vincent van Gogh,Irma Stern
79651.jpg,Magic Realism,portrait,1929.0,Theophile Steinlen,Tsuguharu Foujita
27367.jpg,Art Nouveau (Modern),design,1920.0,Pyotr Konchalovsky,Louis Comfort Tiffany
67814.jpg,Art Nouveau (Modern),genre painting,,Theophile Steinlen,Eugène Grasset
90732.jpg,Expressionism,portrait,1995,Theophile Steinlen,Lucian Freud
26667.jpg,Expressionism,animal painting,c.1948,Gustave Dore,Lucian Freud
88688.jpg,Rococo,portrait,1768,Pyotr Konchalovsky,Fyodor Rokotov
23957.jpg,Expressionism,,1968,Theophile Steinlen,Nikos Nikolaou
55875.jpg,Ukiyo-e,genre painting,1890.0,Theophile Steinlen,Ogata Gekko
33486.jpg,Romanticism,marina,1862.0,Camille Corot,William Bradford
51313.jpg,Art Nouveau (Modern),symbolic painting,,Gustave Dore,Wilhelm Kotarbinski
75260.jpg,Romanticism,sketch and study,1842.0,Edgar Degas,David Cox
10728.jpg,Art Nouveau (Modern),mythological painting,,Boris Kustodiev,Wilhelm Kotarbinski
62775.jpg,Expressionism,genre painting,,Pierre-Auguste Renoir,Antonietta Raphael
16207.jpg,Abstract Art,abstract,1913,Edgar Degas, Wassily Kandinsky
17322.jpg,Romanticism,cityscape,c.1882,Eugene Boudin,Adolphe Joseph Thomas Monticelli
95732.jpg,Symbolism,religious painting,1902,Pierre-Auguste Renoir,James Tissot
67510.jpg,Abstract Expressionism,abstract,1965,Edgar Degas,Hans Hofmann
50006.jpg,Naïve Art (Primitivism),religious painting,1956,Theophile Steinlen,Marc Chagall
39428.jpg,Neoclassicism,portrait,1858,Theophile Steinlen,Jean Auguste Dominique Ingres
4854.jpg,Surrealism,figurative,1926,Edgar Degas,Joan Miro
102463.jpg,Post-Impressionism,genre painting,1912,Boris Kustodiev,Pierre Bonnard
95788.jpg,Realism,marina,,Boris Kustodiev,Vasily Vereshchagin
79798.jpg,Naïve Art (Primitivism),marina,,Theophile Steinlen,Alfred Wallis
22979.jpg,Naïve Art (Primitivism),marina,,Theophile Steinlen,Alfred Wallis
92650.jpg,Romanticism,landscape,,Camille Corot,Samuel Palmer
69560.jpg,Abstract Expressionism,abstract,1954.0,Pierre-Auguste Renoir,Jack Tworkov
4927.jpg,Metaphysical art,allegorical painting,1922,Boris Kustodiev,Giorgio de Chirico
17362.jpg,Northern Renaissance,religious painting,1553,Edgar Degas,Pieter Bruegel the Elder
15138.jpg,Realism,landscape,1889,Theophile Steinlen,James Tissot
19582.jpg,Constructivism,design,1920,Theophile Steinlen,Theo van Doesburg
54005.jpg,Art Nouveau (Modern),illustration,1893.0,Theophile Steinlen,Theophile Steinlen
91773.jpg,Romanticism,portrait,1818.0,Camille Corot,Thomas Lawrence
8748.jpg,Suprematism,illustration,1920,Theophile Steinlen,El Lissitzky
60124.jpg,Concretism,abstract,1966.0,Vincent van Gogh,Henryk Stazewski
94731.jpg,Expressionism,portrait,1932,Edgar Degas,Zinaida Serebriakova
6403.jpg,Cubism,still life,1924,Pyotr Konchalovsky,Juan Gris
97236.jpg,Baroque,cityscape,1727.0,Boris Kustodiev,Alexey Zubov
35250.jpg,Art Nouveau (Modern),illustration,,Theophile Steinlen,Arthur Rackham
42478.jpg,Synthetic Cubism,still life,1914,Theophile Steinlen,Georges Braque
13644.jpg,Indian Space painting,abstract,1950.0,Boris Kustodiev,Steve Wheeler
15543.jpg,Symbolism,symbolic painting,1909,Edgar Degas,Mikalojus Ciurlionis
25201.jpg,Realism,landscape,c.1935,Camille Pissarro,Konstantin Bogaevsky
15458.jpg,Post-Impressionism,literary painting,1893,Vincent van Gogh,Paul Gauguin
90981.jpg,Expressionism,landscape,1940.0,Vincent van Gogh,Jack Bush
94285.jpg,Baroque,genre painting,1657,Edgar Degas,Gerard Terborch
6479.jpg,Post-Impressionism,nude painting (nu),1889,Vincent van Gogh,Paul Gauguin
35992.jpg,Neo-Romanticism,mythological painting,,Edgar Degas,Theodor Severin Kittelsen
21856.jpg,Impressionism,landscape,1889,Vincent van Gogh,William Merritt Chase
98338.jpg,Neo-Romanticism,religious painting,,Camille Pissarro,Waking up
85280.jpg,Romanticism,marina,,Eugene Boudin,James Webb 
51613.jpg,Impressionism,landscape,,Vincent van Gogh,Joaquín Sorolla
44569.jpg,Surrealism,symbolic painting,1931.0,Theophile Steinlen,Serge Brignoni
86658.jpg,Social Realism,portrait,1940.0,Pyotr Konchalovsky,Laura Knight
95153.jpg,Surrealism,genre painting,1961.0,Boris Kustodiev,Paul Delvaux
61842.jpg,Ukiyo-e,history painting,1879.0,Theophile Steinlen,Tsukioka Yoshitoshi
84883.jpg,Romanticism,cityscape,,Vincent van Gogh,Jan Matejko
4895.jpg,Cubism,genre painting,,Pyotr Konchalovsky,Fernand Leger
24656.jpg,New European Painting,figurative,1967.0,Theophile Steinlen,Sigmar Polke
16952.jpg,Realism,portrait,1936,Vincent van Gogh,Mikhail Nesterov
29974.jpg,Realism,genre painting,1898.0,Edgar Degas,Valentin Serov
5894.jpg,Rococo,portrait,1782,Camille Corot,Joshua Reynolds
32306.jpg,Ukiyo-e,genre painting,1812,Theophile Steinlen,Katsushika Hokusai
77272.jpg,Rococo,portrait,1779,Vincent van Gogh,Joshua Reynolds
100437.jpg,Abstract Art,abstract,1936,Boris Kustodiev, Wassily Kandinsky
82052.jpg,Impressionism,cityscape,,Edgar Degas,Stefan Popescu
50249.jpg,Constructivism,sketch and study,,Theophile Steinlen,Kazimir Malevich
15090.jpg,Romanticism,marina,,Eugene Boudin,James Webb 
97718.jpg,Rococo,portrait,1793.0,Pierre-Auguste Renoir,George Romney
9915.jpg,Mechanistic Cubism,portrait,,Boris Kustodiev,Richard Lindner
43960.jpg,Realism,flower painting,1885,Edgar Degas,Henri Fantin-Latour
65649.jpg,Post-Painterly Abstraction,abstract,1978,Theophile Steinlen,Sam Francis
98750.jpg,Baroque,religious painting,1640,Edgar Degas,Francisco de Zurbaran
101865.jpg,Analytical Cubism,still life,1912,Boris Kustodiev,Georges Braque
74063.jpg,Tenebrism,religious painting,,Edgar Degas,Jusepe de Ribera
94071.jpg,Realism,sketch and study,,Theophile Steinlen,James Tissot
9419.jpg,Expressionism,cityscape,c.1915,Boris Kustodiev,Mstislav Dobuzhinsky
43880.jpg,Post-Impressionism,landscape,,Boris Kustodiev,Vladimir Dimitrov
96059.jpg,Analytical Cubism,still life,1912,Vincent van Gogh,Georges Braque
19959.jpg,Surrealism,genre painting,1980,Edgar Degas,Marc Chagall
261.jpg,Realism,landscape,,Pierre-Auguste Renoir,Fyodor Vasilyev
35878.jpg,Expressionism,nude painting (nu),1979,Theophile Steinlen,Nikos Nikolaou
24460.jpg,Rococo,portrait,,Edgar Degas,Thomas Lawrence
39594.jpg,Art Nouveau (Modern),genre painting,,Theophile Steinlen,Sergey Solomko
51872.jpg,Cubism,mythological painting,1947.0,Boris Kustodiev,Enrico Prampolini
46377.jpg,Ukiyo-e,genre painting,,Theophile Steinlen,Kitagawa Utamaro
87633.jpg,Symbolism,portrait,,Camille Corot,Arnold Böcklin
37398.jpg,Neo-Romanticism,landscape,1938,Vincent van Gogh,Stanley Spencer
58162.jpg,Art Nouveau (Modern),genre painting,,Theophile Steinlen,Sergey Solomko
66503.jpg,Neo-Romanticism,religious painting,,Edgar Degas,Stanley Spencer
10643.jpg,Naïve Art (Primitivism),marina,,Theophile Steinlen,Alfred Wallis
101670.jpg,Surrealism,symbolic painting,1944.0,Camille Corot,Jacques Hérold
98312.jpg,Impressionism,cityscape,c.1878,Eugene Boudin,John Henry Twachtman
86305.jpg,Baroque,religious painting,1660,Pyotr Konchalovsky,Bartolome Esteban Murillo
86752.jpg,Romanticism,literary painting,1857,Theophile Steinlen,Dante Gabriel Rossetti
53200.jpg,Surrealism,abstract,,Edgar Degas,Jean Arp
26238.jpg,Early Renaissance,religious painting,1434,Camille Corot,Fra Angelico
100028.jpg,Post-Impressionism,cityscape,1908,Vincent van Gogh,Maxime Maufra
14166.jpg,Realism,portrait,,Edgar Degas,Grigoriy Myasoyedov
21729.jpg,Rococo,religious painting,1745,Edgar Degas,Antoine Pesne
30030.jpg,Impressionism,genre painting,c.1880,Edgar Degas,Edouard Manet
80363.jpg,Expressionism,interior,1946,Pyotr Konchalovsky,Francis Gruber
31796.jpg,Color Field Painting,abstract,1963,Theophile Steinlen,Perle Fine
33270.jpg,Minimalism,abstract,1962,Theophile Steinlen,Doug Ohlson
94747.jpg,Symbolism,genre painting,1909,Theophile Steinlen,Franz Stuck
55700.jpg,Realism,landscape,1871.0,Edgar Degas,Fyodor Vasilyev
42407.jpg,Realism,genre painting,,Eugene Boudin,Jacek Malczewski
5932.jpg,Realism,landscape,1837,Vincent van Gogh,Mikhail Lebedev
79228.jpg,Surrealism,religious painting,c.1963,Pyotr Konchalovsky,Marc Chagall
69713.jpg,Post-Impressionism,still life,1902,Edgar Degas,Henri Matisse
62306.jpg,Post-Impressionism,flower painting,1908,Edgar Degas,Martiros Saryan
17798.jpg,Romanticism,landscape,,Camille Corot,William Leighton Leitch
47689.jpg,Rococo,portrait,1823.0,Camille Corot,Thomas Lawrence
59021.jpg,Ukiyo-e,genre painting,,Theophile Steinlen,Kitagawa Utamaro
65416.jpg,Rococo,portrait,1784,Camille Corot,Thomas Gainsborough
86985.jpg,Abstract Art,abstract,1933,Theophile Steinlen, Wassily Kandinsky
21545.jpg,Realism,sketch and study,1889,Theophile Steinlen,James Tissot
9114.jpg,Abstract Art,abstract,1916.0,Theophile Steinlen,Georgia O'Keeffe
70355.jpg,Ukiyo-e,genre painting,c.1795,Theophile Steinlen,Kitagawa Utamaro
19477.jpg,Neo-Romanticism,mythological painting,1904.0,Eugene Boudin,Theodor Severin Kittelsen
18661.jpg,Romanticism,landscape,,Vincent van Gogh,Karl Bryullov
78249.jpg,Mannerism (Late Renaissance),religious painting,1600.0,Edgar Degas,Francisco Pacheco
85206.jpg,Realism,portrait,1825,Vincent van Gogh,Alexey Venetsianov
7349.jpg,Expressionism,sketch and study,1926,Theophile Steinlen,Ernst Ludwig Kirchner
48685.jpg,Symbolism,cityscape,1906,Vincent van Gogh,Mstislav Dobuzhinsky
81932.jpg,Romanticism,sketch and study,1876,Theophile Steinlen,Dante Gabriel Rossetti
49719.jpg,Ukiyo-e,genre painting,,Boris Kustodiev,Kitagawa Utamaro
49518.jpg,Mechanistic Cubism,portrait,,Camille Corot,Richard Lindner
73766.jpg,Expressionism,literary painting,1900,Vincent van Gogh,Frantisek Kupka
93337.jpg,Expressionism,cityscape,1995,Boris Kustodiev,George Stefanescu-Ramnic 
4211.jpg,Ukiyo-e,genre painting,,Theophile Steinlen,Kitagawa Utamaro
88453.jpg,Romanticism,landscape,,Camille Corot,Thomas Jones
65914.jpg,Romanticism,genre painting,1898,Pyotr Konchalovsky,Edward Burne-Jones
94897.jpg,Post-Impressionism,cityscape,,Camille Pissarro,Konstantin Yuon
83224.jpg,Symbolism,cityscape,1932,Vincent van Gogh,Mstislav Dobuzhinsky
69612.jpg,Art Nouveau (Modern),illustration,1889,Boris Kustodiev,Mikhail Vrubel
66871.jpg,Impressionism,landscape,1886,Camille Pissarro,Gustave Caillebotte
87385.jpg,Analytical Realism,genre painting,1916,Vincent van Gogh,Pavel Filonov
16659.jpg,International Gothic,religious painting,,Vincent van Gogh,Gentile da Fabriano
102813.jpg,Post-Impressionism,portrait,,Pyotr Konchalovsky,Vladimir Dimitrov
10705.jpg,Hard Edge Painting,abstract,1965,Edgar Degas,Howard Mehring
66160.jpg,Abstract Art,abstract,1914,Edgar Degas,Paul Klee
80745.jpg,Naïve Art (Primitivism),illustration,,Theophile Steinlen,Marc Chagall
6229.jpg,Realism,genre painting,1857,Edgar Degas,Adolph Menzel
90898.jpg,Rococo,cityscape,c.1768,Camille Pissarro,Bernardo Bellotto
91940.jpg,Post-Impressionism,portrait,1930.0,Boris Kustodiev,Augustus John
80117.jpg,Neo-Romanticism,genre painting,1927,Camille Corot,Stanley Spencer
2020.jpg,Ukiyo-e,landscape,,Theophile Steinlen,Hiroshige
48549.jpg,Romanticism,portrait,1826.0,Edgar Degas,Thomas Lawrence
28624.jpg,Realism,still life,1864,Pyotr Konchalovsky,Edouard Manet
97354.jpg,Art Deco,landscape,1923.0,Pyotr Konchalovsky,Lawren Harris
37800.jpg,Art Nouveau (Modern),illustration,,Theophile Steinlen,Arthur Rackham
17435.jpg,Art Nouveau (Modern),genre painting,,Pyotr Konchalovsky,Sergey Solomko
47236.jpg,Realism,portrait,1877,Pierre-Auguste Renoir,Edouard Manet
84882.jpg,Early Renaissance,religious painting,,Pyotr Konchalovsky,Fra Angelico
62770.jpg,Baroque,genre painting,1660,Vincent van Gogh,Bartolome Esteban Murillo
78796.jpg,Romanticism,portrait,,Edgar Degas,Francisco Goya
96451.jpg,New Realism,cityscape,1923,Theophile Steinlen,Edward Hopper
99943.jpg,Post-Impressionism,portrait,,Pyotr Konchalovsky,Vladimir Dimitrov
41411.jpg,Art Nouveau (Modern),religious painting,1896.0,Vincent van Gogh,Viktor Vasnetsov
21691.jpg,Post-Impressionism,portrait,1929.0,Boris Kustodiev,Irma Stern
97138.jpg,Academicism,portrait,1883.0,Camille Corot,Leon Bonnat
28912.jpg,Realism,genre painting,1875.0,Edgar Degas,Albert Anker
35280.jpg,Art Nouveau (Modern),design,1931.0,Boris Kustodiev,Louis Comfort Tiffany
12231.jpg,Academicism,genre painting,1890,Pierre-Auguste Renoir,Henryk Siemiradzki
2718.jpg,Post-Impressionism,portrait,1915,Pyotr Konchalovsky,Mikhail Nesterov
101005.jpg,Expressionism,cloudscape,1940,Pierre-Auguste Renoir,Paul Klee
81882.jpg,Neo-Romanticism,landscape,1938,Camille Pissarro,Stanley Spencer
10981.jpg,Romanticism,landscape,1782.0,Camille Corot,Thomas Jones
6189.jpg,Art Brut,illustration,,Theophile Steinlen,Henry Darger
16619.jpg,Romanticism,genre painting,1886,Camille Corot,Nikolaos Gyzis
21892.jpg,Abstract Art,abstract,1922,Pyotr Konchalovsky, Wassily Kandinsky
3362.jpg,Abstract Expressionism,abstract,1976,Theophile Steinlen,Jay DeFeo
96766.jpg,Northern Renaissance,religious painting,c.1501,Boris Kustodiev,Hans Holbein the Younger
87441.jpg,Realism,genre painting,1883,Vincent van Gogh,Columbano Bordalo Pinheiro
28121.jpg,Surrealism,symbolic painting,1928,Edgar Degas,Rene Magritte
68618.jpg,Expressionism,nude painting (nu),1911,Pyotr Konchalovsky,Marc Chagall
73553.jpg,Surrealism,figurative,1953,Boris Kustodiev,Joan Miro
54042.jpg,Rococo,genre painting,1716,Eugene Boudin,Antoine Watteau
51925.jpg,Impressionism,genre painting,,Vincent van Gogh,Eugene Boudin
23790.jpg,Ukiyo-e,genre painting,1803,Theophile Steinlen,Kitagawa Utamaro
37864.jpg,Color Field Painting,abstract,1960.0,Boris Kustodiev,Morris Louis
5027.jpg,Ukiyo-e,mythological painting,c.1835,Theophile Steinlen,Utagawa Kuniyoshi
51677.jpg,Romanticism,portrait,1835,Camille Corot,Karl Bryullov
87731.jpg,Neo-Romanticism,landscape,1954,Camille Pissarro,Stanley Spencer
52298.jpg,Surrealism,figurative,1944,Pyotr Konchalovsky,Mark Rothko
48737.jpg,Neo-Romanticism,portrait,,Boris Kustodiev,Stanley Spencer
13278.jpg,Art Deco,poster,1926,Boris Kustodiev,Rene Magritte
43151.jpg,Abstract Art,abstract,1967.0,Pyotr Konchalovsky,Alberto Magnelli
50942.jpg,Post-Impressionism,still life,1935,Boris Kustodiev,Edouard Vuillard
30362.jpg,Post-Impressionism,still life,1931.0,Pyotr Konchalovsky,Samuel Peploe
86839.jpg,Abstract Art,abstract,,Boris Kustodiev,David Burliuk
74390.jpg,Realism,landscape,,Eugene Boudin,Jules Dupre
80455.jpg,Abstract Expressionism,abstract,1994.0,Eugene Boudin,Cy Twombly
82508.jpg,Realism,genre painting,1838,Theophile Steinlen,Honore Daumier
32520.jpg,Art Nouveau (Modern),history painting,1910,Boris Kustodiev,Mstislav Dobuzhinsky
16120.jpg,Abstract Art,abstract,1943,Theophile Steinlen, Wassily Kandinsky
82480.jpg,High Renaissance,mythological painting,,Pierre-Auguste Renoir,Titian
18109.jpg,Romanticism,portrait,1811,Pierre-Auguste Renoir,Alexander Orlowski
2219.jpg,Baroque,allegorical painting,1685.0,Pyotr Konchalovsky,Luca Giordano
55452.jpg,Realism,still life,1864,Edgar Degas,Edouard Manet
38027.jpg,Futurism,illustration,1915,Theophile Steinlen,David Burliuk
97444.jpg,Abstract Expressionism,cityscape,1958,Vincent van Gogh,William Congdon
80431.jpg,Surrealism,illustration,1965.0,Boris Kustodiev,Esteban Frances
59030.jpg,Baroque,veduta,1770,Eugene Boudin,Francesco Guardi
97892.jpg,Expressionism,nude painting (nu),1918,Edgar Degas,Amedeo Modigliani
68752.jpg,Expressionism,sketch and study,,Camille Pissarro,Carlos Saenz de Tejada
5131.jpg,Neo-Romanticism,landscape,1925,Vincent van Gogh,Stanley Spencer
51978.jpg,Cloisonnism,symbolic painting,1986,Boris Kustodiev,George Stefanescu-Ramnic 
16447.jpg,Baroque,genre painting,1646,Eugene Boudin,Adriaen van Ostade
65510.jpg,Romanticism,cityscape,,Pyotr Konchalovsky,Rudolf von Alt
69599.jpg,Neoclassicism,portrait,,Boris Kustodiev,Jean Auguste Dominique Ingres
75893.jpg,Art Nouveau (Modern),design,1880.0,Theophile Steinlen,Louis Comfort Tiffany
14548.jpg,Post-Impressionism,portrait,1928,Boris Kustodiev,Mikhail Nesterov
44921.jpg,Abstract Expressionism,abstract,1958.0,Boris Kustodiev,John Ferren
30230.jpg,Muralism,genre painting,1923,Pyotr Konchalovsky,Diego Rivera
58259.jpg,Expressionism,cityscape,1914,Vincent van Gogh,Ernst Ludwig Kirchner
89873.jpg,Realism,genre painting,c.1856,Eugene Boudin,Eugene Boudin
56896.jpg,Abstract Expressionism,abstract,1998.0,Boris Kustodiev,Dan Christensen
86764.jpg,Northern Renaissance,portrait,,Vincent van Gogh,Hieronymus Bosch
77400.jpg,Rococo,portrait,,Camille Corot,Joshua Reynolds
79828.jpg,Romanticism,landscape,c.1826,Camille Pissarro,John Constable
71271.jpg,Cubism,self-portrait,1917,Vincent van Gogh,Marc Chagall
10179.jpg,Neo-Romanticism,landscape,1926,Camille Pissarro,Stanley Spencer
21317.jpg,Art Nouveau (Modern),symbolic painting,,Edgar Degas,Sergey Solomko
31702.jpg,Art Nouveau (Modern),symbolic painting,1917,Theophile Steinlen,Sergey Solomko
78083.jpg,Romanticism,genre painting,1901.0,Eugene Boudin,Charles M. Russell
45612.jpg,Post-Impressionism,cityscape,1899.0,Vincent van Gogh,Alexandre Benois
52022.jpg,Art Nouveau (Modern),portrait,1897,Pyotr Konchalovsky,Jacek Malczewski
83053.jpg,Baroque,religious painting,1660,Camille Corot,Bartolome Esteban Murillo
17933.jpg,Romanticism,landscape,1896.0,Edgar Degas,Arturo Michelena
95885.jpg,Cubism,poster,c.1935,Theophile Steinlen,Natalia Goncharova
81965.jpg,Neoplasticism,abstract,1930.0,Theophile Steinlen,Georges Vantongerloo
53345.jpg,Art Nouveau (Modern),design,1911.0,Boris Kustodiev,Alexandre Benois
1378.jpg,Naïve Art (Primitivism),cityscape,,Vincent van Gogh,Marc Chagall
99946.jpg,Realism,landscape,1828,Camille Corot,Camille Corot
4088.jpg,Cubism,symbolic painting,1943.0,Theophile Steinlen,Jankel Adler
4807.jpg,Post-Impressionism,portrait,,Edgar Degas,Nicolae Tonitza
102130.jpg,Ukiyo-e,genre painting,,Theophile Steinlen,Kitagawa Utamaro
34936.jpg,Rococo,portrait,1775,Camille Corot,Carl-Ludwig Johann Christineck
17402.jpg,Expressionism,flower painting,1963.0,Pyotr Konchalovsky,John Bratby
6242.jpg,Realism,portrait,,Edgar Degas,Charles Hermans
64317.jpg,Magic Realism,cityscape,1951.0,Pyotr Konchalovsky,Tsuguharu Foujita
99527.jpg,Realism,self-portrait,1916,Pyotr Konchalovsky,Aleksandr Deyneka
91149.jpg,Naïve Art (Primitivism),self-portrait,1938.0,Boris Kustodiev,Frida Kahlo
29392.jpg,Art Nouveau (Modern),portrait,1913,Pyotr Konchalovsky,Filipp Malyavin
61473.jpg,Tachisme,,1967.0,Theophile Steinlen,Antoni Tapies
22978.jpg,Rococo,portrait,1734,Boris Kustodiev,Antoine Pesne
24393.jpg,Cubism,portrait,,Boris Kustodiev,Marc Chagall
45.jpg,Northern Renaissance,religious painting,1490,Pyotr Konchalovsky,Hans Memling
76591.jpg,Realism,landscape,,Camille Pissarro,Isaac Levitan
44757.jpg,Expressionism,nude painting (nu),1924,Pierre-Auguste Renoir,Henri Matisse
14928.jpg,High Renaissance,religious painting,,Camille Corot,Raphael
488.jpg,Realism,portrait,1912.0,Boris Kustodiev,Viktor Vasnetsov
71151.jpg,Orientalism,landscape,,Edgar Degas,Jean-Leon Gerome
75944.jpg,Realism,landscape,1873.0,Camille Corot,Fyodor Vasilyev
41932.jpg,Art Nouveau (Modern),caricature,,Theophile Steinlen,Aubrey Beardsley
95462.jpg,Expressionism,genre painting,1930.0,Vincent van Gogh,Jose Gutierrez Solana
1997.jpg,Romanticism,landscape,,Camille Corot,David Cox
38053.jpg,Abstract Art,abstract,1934,Boris Kustodiev, Wassily Kandinsky
72905.jpg,Post-Impressionism,landscape,1908,Boris Kustodiev,David Burliuk
18968.jpg,Romanticism,interior,c.1775,Vincent van Gogh,Joseph Wright
62401.jpg,Dada,figurative,c.1919,Theophile Steinlen,Francis Picabia
29898.jpg,Surrealism,symbolic painting,,Pyotr Konchalovsky,Zdislav Beksinski
92747.jpg,Realism,genre painting,1852,Edgar Degas,Pavel Fedotov
50461.jpg,Baroque,landscape,,Camille Corot,Adriaen van de Velde
48671.jpg,Neo-Romanticism,animal painting,1950,Vincent van Gogh,Stanley Spencer
7293.jpg,Surrealism,illustration,1965.0,Vincent van Gogh,Esteban Frances
9690.jpg,Impressionism,sketch and study,,Pierre-Auguste Renoir,Henry Herbert La Thangue
