Filename,Date,Genre,Style,Predictions,Real Values
24204.jpg,1965,religious painting,Expressionism,Vincent van Gogh,David Alfaro Siqueiros
38576.jpg,,sketch and study,Expressionism,Albrecht Durer,Pietro Lazzari
29709.jpg,1916,landscape,Expressionism,John Singer Sargent,Ernst Ludwig Kirchner
69319.jpg,1826,portrait,Realism,Camille Corot,Camille Corot
55886.jpg,1979.0,abstract,Art Informel,Henri Matisse,Luciano Bartolini
38507.jpg,1979,,Magic Realism,Ivan Aivazovsky,alex colville
84070.jpg,1880,still life,Realism,Henri Matisse,Edouard Manet
73298.jpg,1812,portrait,Romanticism,Boris Kustodiev,Orest Kiprensky
80184.jpg,,genre painting,Tonalism,Rembrandt,Albert Pinkham Ryder
79211.jpg,1886,portrait,Impressionism,Albrecht Durer,Jan Toorop
79750.jpg,1672,cityscape,Baroque,Camille Corot,Adriaen van de Velde
15339.jpg,1956,nude painting (nu),Abstract Expressionism,Edgar Degas,William Scott
68425.jpg,,allegorical painting,Surrealism,Vincent van Gogh,Esteban Frances
84516.jpg,1938.0,nude painting (nu),Expressionism,Boris Kustodiev,Jack Bush
28788.jpg,1883,landscape,Impressionism,Pyotr Konchalovsky,Armand Guillaumin
88111.jpg,1945,figurative,Surrealism,Henri Matisse,Joan Miro
94329.jpg,1881,landscape,Post-Impressionism,Edgar Degas,Georges Seurat
71646.jpg,1846,portrait,Realism,Pablo Picasso,Pavel Fedotov
47824.jpg,1920,portrait,Social Realism,Pablo Picasso,David Alfaro Siqueiros
92547.jpg,1845,portrait,Realism,Vincent van Gogh,Alexey Venetsianov
1134.jpg,1905.0,sketch and study,,Theophile Steinlen,Theophile Steinlen
74500.jpg,1984,portrait,Expressionism,Vincent van Gogh,Lucian Freud
41730.jpg,,symbolic painting,Surrealism,Pablo Picasso,Esteban Frances
102240.jpg,1893.0,portrait,Romanticism,Pablo Picasso,Viktor Vasnetsov
58864.jpg,,nude painting (nu),Impressionism,Pierre-Auguste Renoir,Carlos Saenz de Tejada
80408.jpg,1945,abstract,Abstract Art,Pablo Picasso,Perle Fine
80730.jpg,,genre painting,Symbolism,Boris Kustodiev,Eliseu Visconti
5060.jpg,1957,abstract,Abstract Expressionism,Boris Kustodiev,Hans Hofmann
92944.jpg,1825,genre painting,Ukiyo-e,Boris Kustodiev,Katsushika Hokusai
98815.jpg,1971.0,abstract,Minimalism,Theophile Steinlen,Johannes Jan Schoonhoven
81255.jpg,c.1935,portrait,Analytical Realism,Pablo Picasso,Pavel Filonov
90097.jpg,1939,allegorical painting,Surrealism,John Singer Sargent,David Alfaro Siqueiros
20728.jpg,,portrait,Rococo,Rembrandt,John Jackson
11482.jpg,,genre painting,Romanticism,Camille Corot,James Ward 
83051.jpg,1918,history painting,Realism,Rembrandt,George Bellows
50046.jpg,1864,allegorical painting,Symbolism,Edgar Degas,Dante Gabriel Rossetti
9757.jpg,,portrait,Northern Renaissance,Albrecht Durer,Hans Holbein the Younger
41279.jpg,1936,portrait,Expressionism,Albrecht Durer,David Alfaro Siqueiros
84928.jpg,2009,genre painting,Primitivism,Pyotr Konchalovsky,Twins Seven Seven
66788.jpg,1986,abstract,Lyrical Abstraction,Childe Hassam,Antonio Corpora
77505.jpg,1963,abstract,Color Field Painting,Henri Matisse,Perle Fine
20930.jpg,,design,Art Nouveau (Modern),Albrecht Durer,Serge Sudeikin
45367.jpg,1966.0,abstract,Art Informel,Zdislav Beksinski,Fritz Winter
89809.jpg,,landscape,Realism,Camille Corot,Theodore Rousseau
69098.jpg,1835.0,history painting,Romanticism,Albrecht Durer,David Scott
17038.jpg,,portrait,Rococo,Rembrandt,George Romney
99594.jpg,,portrait,Realism,Rembrandt,Theodule Ribot
3254.jpg,1932,cityscape,Expressionism,Pyotr Konchalovsky,Zinaida Serebriakova
5000.jpg,,portrait,Impressionism,John Singer Sargent,Giovanni Boldini
23539.jpg,1897.0,design,Art Nouveau (Modern),Zdislav Beksinski,Louis Comfort Tiffany
49979.jpg,1916,portrait,Expressionism,Pablo Picasso,Amedeo Modigliani
74536.jpg,1868.0,marina,Romanticism,Ivan Aivazovsky,James Webb 
12361.jpg,1890.0,portrait,Realism,Edgar Degas,Jose Ferraz de Almeida Junior
15266.jpg,,landscape,Post-Impressionism,Claude Monet,David Burliuk
1376.jpg,,sketch and study,Northern Renaissance,Rembrandt,Hieronymus Bosch
12961.jpg,1935.0,nude painting (nu),Neoclassicism,Zdislav Beksinski,Jean Metzinger
79101.jpg,1910.0,design,Art Nouveau (Modern),Zdislav Beksinski,Louis Comfort Tiffany
30519.jpg,1980.0,abstract,Neo-Expressionism,Zdislav Beksinski,Cy Twombly
74920.jpg,1930,cityscape,Symbolism,Claude Monet,Konstantin Bogaevsky
86806.jpg,1743,portrait,Rococo,Rembrandt,Maurice Quentin de La Tour
81070.jpg,1914,religious painting,Analytical Realism,Pablo Picasso,Pavel Filonov
66639.jpg,,genre painting,Neo-baroque,Edgar Degas,Giorgio de Chirico
98850.jpg,c.1855,genre painting,Realism,Theophile Steinlen,Jean-Francois Millet
86385.jpg,1808,portrait,Romanticism,John Singer Sargent,Orest Kiprensky
66424.jpg,c.1875,mythological painting,Romanticism,Edgar Degas,Edward Burne-Jones
22283.jpg,,abstract,Orphism,Pablo Picasso,Fernand Leger
41500.jpg,1879.0,portrait,Realism,Gustave Dore,John Everett Millais
10449.jpg,1961,genre painting,Social Realism,John Singer Sargent,David Alfaro Siqueiros
17650.jpg,1958,abstract,Color Field Painting,Zdislav Beksinski,Mark Rothko
94839.jpg,1930.0,portrait,Naïve Art (Primitivism),Henri Matisse,Frida Kahlo
33420.jpg,,genre painting,Orientalism,Boris Kustodiev,Jean-Leon Gerome
27548.jpg,1917.0,illustration,Realism,Theophile Steinlen,Theophile Steinlen
47916.jpg,c.1605,religious painting,Mannerism (Late Renaissance),Pyotr Konchalovsky,El Greco
73100.jpg,2007,genre painting,Primitivism,Pablo Picasso,Twins Seven Seven
49611.jpg,1876,cityscape,Realism,Boris Kustodiev,Volodymyr Orlovsky
11017.jpg,1965.0,illustration,Surrealism,Henri Matisse,Esteban Frances
26790.jpg,1800.0,portrait,Rococo,Rembrandt,John Jackson
57841.jpg,1916.0,sketch and study,Realism,Rembrandt,Theophile Steinlen
96435.jpg,c.1630,portrait,Baroque,Rembrandt,Anthony van Dyck
83192.jpg,,animal painting,Impressionism,Claude Monet,LeRoy Neiman
65055.jpg,1768,sketch and study,Romanticism,John Singer Sargent,Joseph Wright
49156.jpg,1909.0,portrait,Expressionism,Pyotr Konchalovsky,Marie Laurencin
20195.jpg,1904.0,design,Art Nouveau (Modern),Zdislav Beksinski,Louis Comfort Tiffany
80969.jpg,1863.0,marina,Romanticism,Ivan Aivazovsky,William Bradford
19000.jpg,1973.0,abstract,Lyrical Abstraction,Pablo Picasso,Gustave Singier
90980.jpg,1914.0,abstract,Tubism,Pyotr Konchalovsky,Fernand Leger
14906.jpg,1920,,,Theophile Steinlen,El Lissitzky
102982.jpg,,genre painting,Fauvism,Henri Matisse,Fikret Mualla Saygi
88711.jpg,1841,portrait,Romanticism,Albrecht Durer,Karl Bryullov
89776.jpg,,design,Magic Realism,Theophile Steinlen,Eric Ravilious
42001.jpg,,figurative,Expressionism,Pablo Picasso,Ilka Gedo
47043.jpg,,portrait,Romanticism,Vincent van Gogh,Jan Matejko
625.jpg,1862,genre painting,Realism,Rembrandt,Edouard Manet
27137.jpg,,figurative,Surrealism,Albrecht Durer,Wols
16654.jpg,2008.0,abstract,Abstract Expressionism,Vincent van Gogh,20.3.08 (Clifford Dies)
22782.jpg,,sketch and study,Baroque,Rembrandt,Luca Giordano
48666.jpg,1897.0,illustration,Art Nouveau (Modern),Theophile Steinlen,Theophile Steinlen
1245.jpg,,portrait,Rococo,Rembrandt,John Jackson
44134.jpg,1902.0,design,Art Nouveau (Modern),Zdislav Beksinski,Louis Comfort Tiffany
54545.jpg,1900.0,design,Art Nouveau (Modern),Rembrandt,Louis Comfort Tiffany
21284.jpg,1972.0,abstract,Abstract Expressionism,Henri Matisse,Terry Frost
12865.jpg,1966,figurative,Surrealism,Theophile Steinlen,Marcel Marien
78028.jpg,1899,genre painting,Realism,Zdislav Beksinski,Georgios Jakobides
102003.jpg,1463,religious painting,Early Renaissance,Albrecht Durer,Paolo Uccello
2043.jpg,1926,allegorical painting,Muralism,Pablo Picasso,Diego Rivera
52665.jpg,c.1891,marina,Pointillism,Vincent van Gogh,Georges Lemmen
31738.jpg,1870.0,landscape,Realism,Ivan Aivazovsky,Fyodor Vasilyev
101145.jpg,1836,religious painting,Romanticism,Albrecht Durer,Eugene Delacroix
4561.jpg,1891,landscape,Impressionism,Camille Pissarro,Alfred Sisley
72390.jpg,,genre painting,Impressionism,Pyotr Konchalovsky,Emmanuel Zairis
7770.jpg,1880,cityscape,Impressionism,Ivan Aivazovsky,John Atkinson Grimshaw
67504.jpg,1940,nude painting (nu),Expressionism,Edgar Degas,Yiannis Tsaroychis
71704.jpg,,nude painting (nu),Post-Impressionism,Gustave Dore,Rafael Zabaleta
9739.jpg,1778,portrait,Rococo,Rembrandt,Joshua Reynolds
33240.jpg,1942,landscape,Post-Impressionism,Pyotr Konchalovsky,Pierre Bonnard
15517.jpg,1627,portrait,Baroque,Rembrandt,Anthony van Dyck
50160.jpg,1926,tessellation,Expressionism,Pablo Picasso,M.C. Escher
55815.jpg,1904,cityscape,Impressionism,Childe Hassam,Konstantin Korovin
16618.jpg,1944.0,portrait,Naïve Art (Primitivism),Albrecht Durer,Frida Kahlo
50609.jpg,1916,self-portrait,Art Nouveau (Modern),Albrecht Durer,Ferdinand Hodler
49859.jpg,1821,animal painting,Romanticism,Theophile Steinlen,Alexander Orlowski
40184.jpg,,nude painting (nu),Expressionism,Pierre-Auguste Renoir,Iosif Iser
60572.jpg,,illustration,Art Nouveau (Modern),Pablo Picasso,Arthur Rackham
29268.jpg,1918.0,still life,Post-Impressionism,Henri Matisse,Samuel Peploe
14595.jpg,c.1740,portrait,Rococo,Pyotr Konchalovsky,William Hogarth
40170.jpg,,marina,Expressionism,Pablo Picasso,Carlos Botelho
56213.jpg,,portrait,Romanticism,Rembrandt,Thomas Lawrence
96149.jpg,1930.0,flower painting,Post-Impressionism,Henri Matisse,Samuel Peploe
83620.jpg,1935.0,genre painting,Impressionism,Boris Kustodiev,Laura Knight
12779.jpg,1956.0,portrait,Magic Realism,Pyotr Konchalovsky,Tsuguharu Foujita
75710.jpg,1901.0,design,Art Nouveau (Modern),Albrecht Durer,Raphael Kirchner
79996.jpg,1969,abstract,Abstract Expressionism,Albrecht Durer,Joan Mitchell
99019.jpg,1917.0,landscape,Art Nouveau (Modern),Vincent van Gogh,Tom Thomson
63001.jpg,c.1746,portrait,Rococo,Rembrandt,Joshua Reynolds
16107.jpg,1959.0,genre painting,Ukiyo-e,Pablo Picasso,Paul Jacoulet
75111.jpg,,genre painting,Realism,John Singer Sargent,Helene Schjerfbeck
61310.jpg,1826,history painting,Romanticism,Rembrandt,Eugene Delacroix
75807.jpg,,flower painting,Ink and wash painting,Zdislav Beksinski,Qi Baishi
46870.jpg,1912,landscape,Post-Impressionism,Pyotr Konchalovsky,Paul Serusier
17082.jpg,1858.0,marina,Romanticism,Ivan Aivazovsky,John Wilson Carmichael
95697.jpg,1906.0,portrait,Impressionism,John Singer Sargent,George Henry
84175.jpg,1891,sketch and study,Symbolism,Zdislav Beksinski,Fernand Khnopff
93024.jpg,,landscape,Impressionism,Claude Monet,Giovanni Fattori
59066.jpg,1872.0,landscape,Romanticism,Ivan Aivazovsky,James Hamilton
44297.jpg,1841,landscape,Ukiyo-e,Rembrandt,Hiroshige
70513.jpg,1892.0,poster,Art Nouveau (Modern),Theophile Steinlen,Petits Fieux 
79612.jpg,,abstract,Abstract Expressionism,Claude Monet,Bui Xuan Phai
64762.jpg,1890,marina,Impressionism,Claude Monet,Philip Wilson Steer
102448.jpg,1957,abstract,Abstract Expressionism,Zdislav Beksinski,Jay DeFeo
91458.jpg,1930,portrait,Post-Impressionism,Pyotr Konchalovsky,Kees van Dongen
58190.jpg,1924.0,genre painting,Expressionism,Camille Pissarro,Rufino Tamayo
58761.jpg,,landscape,Romanticism,John Singer Sargent,Gheorghe Tattarescu
100289.jpg,,religious painting,Mannerism (Late Renaissance),Pablo Picasso,Tintoretto
20372.jpg,,landscape,Sōsaku hanga,Theophile Steinlen,Toshi Yoshida
96533.jpg,1851,landscape,Realism,Camille Corot,Charles-Francois Daubigny
18970.jpg,1872,genre painting,Realism,Camille Pissarro,Winslow Homer
69101.jpg,1875.0,marina,Romanticism,Ivan Aivazovsky,James Webb 
23123.jpg,1878.0,landscape,Realism,Camille Corot,David Bates
9788.jpg,1901.0,design,Art Nouveau (Modern),Pablo Picasso,Raphael Kirchner
91272.jpg,1900.0,landscape,Post-Impressionism,Vincent van Gogh,Samuel Peploe
1076.jpg,c.1858,religious painting,Academicism,Pablo Picasso,Frederic Leighton
75879.jpg,1985.0,symbolic painting,Surrealism,Boris Kustodiev,Angel Planells
48080.jpg,1881.0,portrait,Academicism,Camille Corot,Jose Ferraz de Almeida Junior
57911.jpg,1868.0,genre painting,Realism,Ivan Aivazovsky,Fyodor Vasilyev
31776.jpg,1912,self-portrait,Expressionism,Albrecht Durer,Egon Schiele
52765.jpg,1919,genre painting,Analytical Realism,Albrecht Durer,Pavel Filonov
97485.jpg,1913,religious painting,Analytical Realism,Albrecht Durer,Pavel Filonov
39023.jpg,1914.0,design,Art Nouveau (Modern),Ivan Aivazovsky,Louis Comfort Tiffany
85020.jpg,1888.0,portrait,Realism,Boris Kustodiev,Valentin Serov
85111.jpg,1906,religious painting,Symbolism,Pyotr Konchalovsky,Mikhail Vrubel
86980.jpg,1912,mythological painting,Naïve Art (Primitivism),Pablo Picasso,David Burliuk
40362.jpg,c.1897,religious painting,Symbolism,John Singer Sargent,Franz Stuck
12787.jpg,1922,abstract,Surrealism,Pablo Picasso,Francis Picabia
44849.jpg,1820,genre painting,Romanticism,Rembrandt,Theodore Gericault
23492.jpg,,genre painting,Romanticism,Camille Corot,David Roberts
34194.jpg,c.1840,genre painting,Realism,Camille Corot,Camille Corot
7781.jpg,1778,portrait,Rococo,Rembrandt,Joshua Reynolds
24033.jpg,c.1932,portrait,Suprematism,Pablo Picasso,Kazimir Malevich
27497.jpg,1930,animal painting,Analytical Realism,Pablo Picasso,Pavel Filonov
92842.jpg,1953.0,portrait,Ukiyo-e,Pablo Picasso,Paul Jacoulet
40742.jpg,1946,still life,Post-Impressionism,Pyotr Konchalovsky,Pyotr Konchalovsky
38212.jpg,1761,portrait,Baroque,Rembrandt,Aleksey Antropov
85277.jpg,,landscape,Realism,Vincent van Gogh,Isaac Levitan
102451.jpg,1632,religious painting,Baroque,Rembrandt,Francisco de Zurbaran
33974.jpg,1958.0,abstract,Color Field Painting,Henri Matisse,Morris Louis
94299.jpg,1970,abstract,Post-Painterly Abstraction,Pablo Picasso,Jeremy Moon
67898.jpg,,portrait,Realism,Pyotr Konchalovsky,Pyotr Konchalovsky
78095.jpg,1963,abstract,Color Field Painting,Theophile Steinlen,Perle Fine
13087.jpg,1961.0,nude painting (nu),Neo-Expressionism,Boris Kustodiev,Paul Wonner
23679.jpg,,genre painting,Art Nouveau (Modern),Vincent van Gogh,Eugène Grasset
51759.jpg,1817,sketch and study,Romanticism,Pablo Picasso,Orest Kiprensky
20420.jpg,1816,portrait,Romanticism,Edgar Degas,Orest Kiprensky
6406.jpg,1927,yakusha-e,Shin-hanga,Pablo Picasso,Natori Shunsen
24606.jpg,1883,landscape,Impressionism,Childe Hassam,Georges Seurat
26753.jpg,1907,symbolic painting,Symbolism,Vincent van Gogh,Mikalojus Ciurlionis
97227.jpg,1891,landscape,Realism,Pierre-Auguste Renoir,Vasily Polenov
10466.jpg,1937.0,symbolic painting,Surrealism,Pablo Picasso,Serge Brignoni
60158.jpg,1888,mythological painting,Symbolism,Edgar Degas,Edward Burne-Jones
55997.jpg,1875,genre painting,Impressionism,Vincent van Gogh,Edouard Manet
13306.jpg,1883,literary painting,Romanticism,Rembrandt,Jacek Malczewski
35847.jpg,1958.0,design,Expressionism,Pablo Picasso,Jean Cocteau
88220.jpg,1905,portrait,Impressionism,John Singer Sargent,Giovanni Boldini
61690.jpg,1928.0,portrait,Magic Realism,Boris Kustodiev,Christian Schad
63775.jpg,1945.0,landscape,Impressionism,Vincent van Gogh,Gregoire Boonzaier
13008.jpg,1840,portrait,Romanticism,Pyotr Konchalovsky,David Wilkie
497.jpg,1960.0,abstract,Abstract Expressionism,John Singer Sargent,Jack Tworkov
70606.jpg,,genre painting,Naïve Art (Primitivism),Pablo Picasso,Fernand Leger
58520.jpg,1822,portrait,Realism,Albrecht Durer,Theodore Gericault
25661.jpg,,landscape,Romanticism,Childe Hassam,Arthur Hughes
3949.jpg,,genre painting,Romanticism,John Singer Sargent,Giovanni Battista Torriglia
84927.jpg,,sketch and study,Post-Impressionism,Pablo Picasso,Henri de Toulouse-Lautrec
54397.jpg,1880,landscape,Impressionism,Zdislav Beksinski,Alfred Sisley
72338.jpg,,allegorical painting,Neo-baroque,Edgar Degas,Giorgio de Chirico
44844.jpg,1931.0,still life,Cubism,Pablo Picasso,Leo Leuppi
70287.jpg,1879.0,religious painting,Romanticism,John Singer Sargent,Maurycy Gottlieb
9900.jpg,,portrait,Rococo,John Singer Sargent,John Jackson
91206.jpg,1914,abstract,Abstract Art,Pablo Picasso,Jean Arp
1502.jpg,1901.0,design,Art Nouveau (Modern),Albrecht Durer,Raphael Kirchner
66741.jpg,1842,genre painting,Academicism,Childe Hassam,Alexander Ivanov
30005.jpg,1871,portrait,Realism,John Singer Sargent,Nikolai Ge
77170.jpg,1948.0,genre painting,Cubism,Pablo Picasso,Romare Bearden
81430.jpg,,portrait,Naïve Art (Primitivism),Vincent van Gogh,Niko Pirosmani
82229.jpg,1923,cityscape,Realism,Theophile Steinlen,Konstantin Yuon
86784.jpg,1915,still life,Post-Impressionism,Pyotr Konchalovsky,Ilya Mashkov
9742.jpg,1920.0,portrait,Realism,Theophile Steinlen,Theophile Steinlen
80742.jpg,1761,history painting,Baroque,Rembrandt,Joshua Reynolds
23747.jpg,,portrait,Realism,Theophile Steinlen,Giovanni Boldini
48112.jpg,1921.0,still life,Neoplasticism,Pablo Picasso,Bart van der Leck
76408.jpg,1893.0,religious painting,Romanticism,Pablo Picasso,Viktor Vasnetsov
72469.jpg,,genre painting,Realism,Eugene Boudin,James Webb 
22000.jpg,,sketch and study,Northern Renaissance,Rembrandt,Rogier van der Weyden
13911.jpg,,figurative,Dada,Pablo Picasso,Jean Arp
92973.jpg,c.1770,portrait,Rococo,Pierre-Auguste Renoir,Fyodor Rokotov
47575.jpg,1959,abstract,Neo-Concretism,Zdislav Beksinski,Lygia Pape
96961.jpg,c.1895,landscape,Realism,Zdislav Beksinski,Vasily Polenov
83610.jpg,,religious painting,Symbolism,Zdislav Beksinski,William Blake
102692.jpg,1939,portrait,Expressionism,Henri Matisse,Paul Klee
71711.jpg,1899.0,cityscape,Post-Impressionism,Ivan Aivazovsky,Roger Fry
34670.jpg,c.1630,portrait,Baroque,Camille Corot,Frans Hals
91111.jpg,1778,mythological painting,Neoclassicism,Ivan Aivazovsky,Jacques-Louis David
88982.jpg,,poster,Constructivism,Pablo Picasso,Kazimir Malevich
91364.jpg,1819.0,portrait,Romanticism,Theophile Steinlen,Charles Turner
45340.jpg,1841.0,cityscape,Romanticism,Rembrandt,John Ruskin
67900.jpg,,portrait,Romanticism,Edgar Degas,Jan Matejko
69797.jpg,1901.0,genre painting,Art Nouveau (Modern),Albrecht Durer,Raphael Kirchner
12414.jpg,1912.0,genre painting,Post-Impressionism,Vincent van Gogh,Augustus John
42029.jpg,1832.0,history painting,Romanticism,Edgar Degas,David Scott
3530.jpg,1972,abstract,Nouveau Réalisme,Theophile Steinlen,Oskar Holweck
34674.jpg,1773,portrait,Rococo,Rembrandt,Dmitry Levitzky
2880.jpg,1930,still life,Post-Impressionism,Henri Matisse,Pierre Bonnard
86265.jpg,1560,religious painting,Mannerism (Late Renaissance),Albrecht Durer,right panel
36616.jpg,1896,religious painting,Realism,Ivan Aivazovsky,Vasily Polenov
12282.jpg,1924,genre painting,Naïve Art (Primitivism),Vincent van Gogh,Diego Rivera
67652.jpg,1862,genre painting,Realism,Rembrandt,Edouard Manet
94767.jpg,1871,still life,Realism,Albrecht Durer,Gustave Courbet
35267.jpg,,landscape,Realism,Eugene Boudin,Theodore Rousseau
41227.jpg,,portrait,Naïve Art (Primitivism),Henri Matisse,Niko Pirosmani
59987.jpg,,genre painting,Magic Realism,Boris Kustodiev,Tsuguharu Foujita
91383.jpg,,religious painting,Symbolism,Vincent van Gogh,Mikhail Nesterov
59429.jpg,1897.0,illustration,Art Nouveau (Modern),Pablo Picasso,Thomas Theodor Heine
83204.jpg,,genre painting,Impressionism,Childe Hassam,Kazimir Malevich
12153.jpg,1868.0,landscape,Realism,Ivan Aivazovsky,Fyodor Vasilyev
48027.jpg,,illustration,Art Nouveau (Modern),Vincent van Gogh,Edmund Dulac
102752.jpg,1909.0,illustration,Romanticism,Albrecht Durer,Howard Pyle
86401.jpg,c.1952,still life,Expressionism,Vincent van Gogh,Georges Braque
42851.jpg,,mythological painting,Symbolism,Ivan Aivazovsky,Arnold Böcklin
99574.jpg,1966,abstract,Abstract Expressionism,Henri Matisse,Alfred Jensen
32982.jpg,1919,animal painting,Expressionism,Pablo Picasso,M.C. Escher
83355.jpg,1997.0,figurative,Expressionism,Boris Kustodiev,Julio Resende
58724.jpg,1771.0,genre painting,Ink and wash painting,Pablo Picasso,Yosa Buson
871.jpg,1973.0,abstract,Post-Painterly Abstraction,Henri Matisse,Robert Goodnough
1125.jpg,1769,genre painting,Romanticism,Rembrandt,Francisco Goya
68804.jpg,1953.0,portrait,Ukiyo-e,Pablo Picasso,Paul Jacoulet
59996.jpg,,self-portrait,Baroque,Albrecht Durer,Jacques Stella
95719.jpg,1865,landscape,Realism,Camille Corot,Charles-Francois Daubigny
54936.jpg,1954.0,portrait,Naïve Art (Primitivism),Theophile Steinlen,Fernand Leger
50462.jpg,,genre painting,Orientalism,Ivan Aivazovsky,Jean-Leon Gerome
25626.jpg,1919.0,design,Art Nouveau (Modern),Zdislav Beksinski,Louis Comfort Tiffany
97888.jpg,,symbolic painting,Symbolism,Pablo Picasso,Odilon Redon
4296.jpg,1896,genre painting,Neoclassicism,Boris Kustodiev,John William Godward
100039.jpg,1992,portrait,Expressionism,Pyotr Konchalovsky,Lucian Freud
39950.jpg,1868.0,landscape,Realism,Ivan Aivazovsky,Fyodor Vasilyev
76167.jpg,1891,genre painting,Realism,Claude Monet,Anders Zorn
43006.jpg,c.1891,illustration,Symbolism,Zdislav Beksinski,Mikhail Vrubel
13891.jpg,1888.0,landscape,Realism,Eugene Boudin,David Bates
39641.jpg,1871.0,marina,Romanticism,Zdislav Beksinski,James Webb 
46145.jpg,1630.0,portrait,Baroque,Albrecht Durer,Francisco Pacheco
56933.jpg,,figurative,Pop Art,Boris Kustodiev,Rene Bertholo
96104.jpg,,landscape,Romanticism,Boris Kustodiev,Caspar David Friedrich
43048.jpg,1498,religious painting,High Renaissance,Pablo Picasso,Pietro Perugino
85869.jpg,1975.0,abstract,Native Art,Pablo Picasso,Johnny Warangkula Tjupurrula
4428.jpg,,illustration,Art Nouveau (Modern),Vincent van Gogh,Edmund Dulac
45305.jpg,1906,cityscape,Fauvism,Vincent van Gogh,Georges Braque
22356.jpg,1775,portrait,Rococo,John Singer Sargent,Joshua Reynolds
2403.jpg,c.1845,religious painting,Academicism,John Singer Sargent,Alexander Ivanov
483.jpg,1897,landscape,Realism,John Singer Sargent,Vasily Polenov
69115.jpg,,figurative,Surrealism,Pablo Picasso,Abidin Dino
98251.jpg,,illustration,Art Nouveau (Modern),Pablo Picasso,Edmund Dulac
50392.jpg,1875,genre painting,Impressionism,Camille Pissarro,John Atkinson Grimshaw
72834.jpg,1908,landscape,Post-Impressionism,Childe Hassam,Henri Matisse
20820.jpg,1964,abstract,Minimalism,Rembrandt,Mark Rothko
7937.jpg,1776.0,landscape,Romanticism,Camille Corot,Thomas Jones
80270.jpg,,,,Vincent van Gogh,Mustafa Duzgunman
2215.jpg,,portrait,Neoclassicism,Albrecht Durer,Jean Auguste Dominique Ingres
36399.jpg,c.1942,portrait,Expressionism,Pyotr Konchalovsky,Chaim Soutine
38611.jpg,c.1917,self-portrait,Expressionism,Vincent van Gogh,Chaim Soutine
96883.jpg,1891,self-portrait,Post-Impressionism,Pablo Picasso,Edouard Vuillard
43483.jpg,1862.0,genre painting,Realism,Rembrandt,Theodule Ribot
101844.jpg,1871.0,genre painting,Realism,Rembrandt,Theodule Ribot
9777.jpg,1500,religious painting,High Renaissance,Albrecht Durer,Pietro Perugino
76098.jpg,1895.0,genre painting,Realism,Edgar Degas,Jose Malhoa
46666.jpg,c.1870,landscape,Impressionism,Claude Monet,Alfred Sisley
59789.jpg,,marina,Expressionism,Zdislav Beksinski,Louay Kayyali
20348.jpg,1881,genre painting,Realism,John Singer Sargent,Edouard Manet
91708.jpg,1748,portrait,Rococo,Rembrandt,Allan Ramsay
70687.jpg,c.1930,animal painting,Shin-hanga,Theophile Steinlen,Ohara Koson
75085.jpg,1907,self-portrait,Social Realism,Pierre-Auguste Renoir,Diego Rivera
64234.jpg,1864,literary painting,Romanticism,Edgar Degas,Dante Gabriel Rossetti
51219.jpg,1833,religious painting,Academicism,Albrecht Durer,Alexander Ivanov
10062.jpg,1878,landscape,Realism,Ivan Aivazovsky,Volodymyr Orlovsky
6840.jpg,,,Ink and wash painting,Theophile Steinlen,Yosa Buson
47789.jpg,1914.0,nude painting (nu),Post-Impressionism,Pyotr Konchalovsky,Ion Theodorescu-Sion
83033.jpg,1964.0,abstract,Color Field Painting,Henri Matisse,Paul Feeley
12286.jpg,1948,cityscape,Muralism,Henri Matisse,David Alfaro Siqueiros
48095.jpg,,portrait,Post-Impressionism,Boris Kustodiev,Vladimir Dimitrov
54752.jpg,1793,portrait,Neoclassicism,Theophile Steinlen,John Singleton Copley
64914.jpg,1981.0,abstract,Lyrical Abstraction,Henri Matisse,Bram van Velde
25219.jpg,1979,abstract,Abstract Expressionism,Zdislav Beksinski,Jay DeFeo
8856.jpg,,allegorical painting,Analytical Realism,John Singer Sargent,Pavel Filonov
85377.jpg,c.1790,portrait,Rococo,John Singer Sargent,Dmitry Levitzky
72174.jpg,1895,genre painting,Art Nouveau (Modern),Pyotr Konchalovsky,Filipp Malyavin
4449.jpg,1896.0,religious painting,Art Nouveau (Modern),Vincent van Gogh,Viktor Vasnetsov
15940.jpg,1913.0,still life,Cubism,Pablo Picasso,Auguste Herbin
41249.jpg,1899.0,religious painting,Romanticism,Albrecht Durer,Luc-Olivier Merson
990.jpg,,cityscape,Romanticism,Childe Hassam,David Roberts
24395.jpg,1859.0,history painting,Romanticism,Eugene Boudin,Thomas Jones Barker
33211.jpg,1885,landscape,Tonalism,Claude Monet,John Henry Twachtman
41507.jpg,1948.0,still life,Cubism,Henri Matisse,Karl Knaths
25671.jpg,1923,cityscape,Symbolism,Theophile Steinlen,Mstislav Dobuzhinsky
65943.jpg,1989.0,abstract,Abstract Expressionism,Henri Matisse,Terry Frost
44977.jpg,1989.0,figurative,Abstract Expressionism,Henri Matisse,Terry Frost
31040.jpg,1989.0,figurative,Abstract Expressionism,Henri Matisse,Terry Frost
67014.jpg,1989.0,figurative,Abstract Expressionism,Henri Matisse,Terry Frost
88747.jpg,1562,portrait,Mannerism (Late Renaissance),Albrecht Durer,Agnolo Bronzino
51846.jpg,c.1900,sketch and study,Art Nouveau (Modern),Pablo Picasso,Alphonse Mucha
