Filename,Predictions,Real Values
33139.jpg,Boris Kustodiev,kiri nichol
79598.jpg,Boris Kustodiev,kiri nichol
94877.jpg,Theophile Steinlen,kiri nichol
77778.jpg,Theophile Steinlen,kiri nichol
45899.jpg,Theophile Steinlen,kiri nichol
3481.jpg,Boris Kustodiev,kiri nichol
80572.jpg,Theophile Steinlen,kiri nichol
62652.jpg,Theophile Steinlen,kiri nichol
57252.jpg,Boris Kustodiev,kiri nichol
90671.jpg,Boris Kustodiev,Sadamasa Motonaga
28550.jpg,Theophile Steinlen,Antoni Tapies
70289.jpg,Pyotr Konchalovsky,Henryk Siemiradzki
68718.jpg,Pyotr Konchalovsky,Maria Primachenko
28090.jpg,Vincent van Gogh,Lucas Cranach the Elder
59786.jpg,Theophile Steinlen,Ion Bitzan
21057.jpg,Pyotr Konchalovsky,Pierre Roy
64409.jpg,Theophile Steinlen,Hans Hinterreiter
47832.jpg,Boris Kustodiev,Victor Brauner
14038.jpg,Vincent van Gogh,Enrico Baj
10174.jpg,Boris Kustodiev,Grégoire Michonze
99497.jpg,Pyotr Konchalovsky,Edwin Dickinson
10390.jpg,Camille Corot,Roger de La Fresnaye
81478.jpg,Boris Kustodiev,Utagawa Toyokuni
33103.jpg,Vincent van Gogh,Ilka Gedo
63.jpg,Boris Kustodiev,Peter Paul Rubens
19490.jpg,Vincent van Gogh,Mstislav Dobuzhinsky
23653.jpg,Theophile Steinlen,Plakat
10014.jpg,Theophile Steinlen,John Brack
53568.jpg,Theophile Steinlen,Toyohara Chikanobu
48908.jpg,Camille Corot,nuit
2524.jpg,Pyotr Konchalovsky,Avigdor Arikha
80911.jpg,Theophile Steinlen,Leon Arthur Tutundjian
49970.jpg,Boris Kustodiev,Victor Brauner
52165.jpg,Pyotr Konchalovsky,Horia Damian
2601.jpg,Pierre-Auguste Renoir,Gilbert Stuart
81231.jpg,Theophile Steinlen,Enrico Baj
22590.jpg,Theophile Steinlen,Guido Molinari
61723.jpg,Boris Kustodiev,Thomas Couture
26339.jpg,Gustave Dore,Benjamin West
535.jpg,Pyotr Konchalovsky,A.Y. Jackson
47509.jpg,Boris Kustodiev,Otto Gustav Carlsund
75922.jpg,Vincent van Gogh,Diego Rivera
67201.jpg,Theophile Steinlen,Joaquim Rodrigo
1307.jpg,Camille Pissarro,Theodore Rousseau
80106.jpg,Boris Kustodiev,Mikhail Nesterov
51525.jpg,Theophile Steinlen,Fernand Leger
40397.jpg,Theophile Steinlen,Aurelie Nemours
24608.jpg,Pyotr Konchalovsky,Lyubov Popova
81384.jpg,Vincent van Gogh,Jankel Adler
30374.jpg,Theophile Steinlen,Mstislav Dobuzhinsky
49874.jpg,Theophile Steinlen,Ivan Bilibin
85987.jpg,Vincent van Gogh,Louay Kayyali
19110.jpg,Pyotr Konchalovsky,Jacopo Bellini
28715.jpg,Vincent van Gogh,Horia Damian
74233.jpg,Pierre-Auguste Renoir,Filipp Malyavin
52655.jpg,Pyotr Konchalovsky,Edward Hopper
33692.jpg,Theophile Steinlen,Nasreen Mohamedi
54579.jpg,Theophile Steinlen,Sergey Solomko
46526.jpg,Pierre-Auguste Renoir,Juan de Valdes Leal
71368.jpg,Vincent van Gogh,Ion Theodorescu-Sion
74133.jpg,Pyotr Konchalovsky,Ilya Mashkov
89122.jpg,Vincent van Gogh,Fernand Leger
63646.jpg,Boris Kustodiev,Sam Francis
8054.jpg,Boris Kustodiev,Angel Planells
101590.jpg,Theophile Steinlen,Pietro Lazzari
71416.jpg,Boris Kustodiev,Nasreen Mohamedi
26330.jpg,Pyotr Konchalovsky,Albert Rafols-Casamada
8377.jpg,Edgar Degas,Hills to the left
8567.jpg,Theophile Steinlen,Albert Gleizes
91280.jpg,Theophile Steinlen,Francisco de Zurbaran
75133.jpg,Theophile Steinlen,Eileen Agar
77742.jpg,Edgar Degas,Jean-Leon Gerome
64119.jpg,Camille Pissarro,Homer Watson
93302.jpg,Pyotr Konchalovsky,Grégoire Michonze
69065.jpg,Theophile Steinlen,Helen Dahm
97330.jpg,Edgar Degas,Jan van Hemessen
37335.jpg,Camille Corot,James Tissot
81024.jpg,Edgar Degas,Wilhelm Kotarbinski
72203.jpg,Pyotr Konchalovsky,Albert Gleizes
25692.jpg,Theophile Steinlen,Larry Zox
51344.jpg,Camille Pissarro,Walter Sickert
54018.jpg,Theophile Steinlen,Avigdor Arikha
26864.jpg,Edgar Degas,Albert Rafols-Casamada
78496.jpg,Pyotr Konchalovsky,Henry Darger
23708.jpg,Boris Kustodiev,Edward Avedisian
37814.jpg,Vincent van Gogh,Victor Vasarely
63154.jpg,Boris Kustodiev,Victor Vasarely
74729.jpg,Boris Kustodiev,Warren Rohrer
20039.jpg,Theophile Steinlen,Andre Bauchant
41331.jpg,Vincent van Gogh,Victor Vasarely
93797.jpg,Theophile Steinlen,Warren Rohrer
47347.jpg,Boris Kustodiev,Agnes Martin
51852.jpg,Vincent van Gogh,Nasreen Mohamedi
23807.jpg,Boris Kustodiev,Nasreen Mohamedi
14768.jpg,Vincent van Gogh,Nasreen Mohamedi
100804.jpg,Pyotr Konchalovsky,Pericles Pantazis 
42258.jpg,Theophile Steinlen,Warren Rohrer
4618.jpg,Gustave Dore,Felix Vallotton 
46142.jpg,Boris Kustodiev,Alighiero Boetti
77073.jpg,Theophile Steinlen,Fernand Leger
40057.jpg,Edgar Degas,Mykola Pymonenko
4691.jpg,Camille Corot,Gilbert Stuart
70675.jpg,Theophile Steinlen,Charles Demuth
76340.jpg,Boris Kustodiev,Louis Soutter
100795.jpg,Vincent van Gogh,Georges Mathieu
62088.jpg,Theophile Steinlen,Alberto Magnelli
89154.jpg,Theophile Steinlen,Maurice Esteve
75911.jpg,Boris Kustodiev,Luigi Russolo
21635.jpg,Theophile Steinlen,Alberto Magnelli
21775.jpg,Edgar Degas,Niko Pirosmani
56897.jpg,Boris Kustodiev,Sam Francis
4685.jpg,Pyotr Konchalovsky,Jacek Malczewski
41313.jpg,Theophile Steinlen,Stanley Pinker
46729.jpg,Theophile Steinlen,Aurelie Nemours
61565.jpg,Theophile Steinlen,Warren Rohrer
56834.jpg,Theophile Steinlen,Nasreen Mohamedi
71159.jpg,Edgar Degas,Andy Warhol
69401.jpg,Vincent van Gogh,Nasreen Mohamedi
55692.jpg,Boris Kustodiev,Andy Warhol
25916.jpg,Boris Kustodiev,Warren Rohrer
44736.jpg,Theophile Steinlen,Ad Reinhardt
96951.jpg,Theophile Steinlen,Mario Ballocco
16390.jpg,Edgar Degas,Theodor Aman
44250.jpg,Edgar Degas,Gebre Kristos Desta
87682.jpg,Edgar Degas,George Hemming Mason
1544.jpg,Boris Kustodiev,Jankel Adler
24303.jpg,Theophile Steinlen,Gilbert Stuart
84836.jpg,Theophile Steinlen,Herbert Zangs
5636.jpg,Theophile Steinlen,Aurelie Nemours
3249.jpg,Pyotr Konchalovsky,Victor Brauner
82681.jpg,Theophile Steinlen,Alberto Magnelli
97420.jpg,Pyotr Konchalovsky,Alexandre Istrati
99457.jpg,Theophile Steinlen,Taro Yamamoto
25039.jpg,Edgar Degas,Jean Fautrier
99817.jpg,Theophile Steinlen,Jean Messagier
101466.jpg,Pyotr Konchalovsky,Carlos Orozco Romero
77163.jpg,Edgar Degas,Theodor Severin Kittelsen
5178.jpg,Edgar Degas,Edward Burne-Jones
54722.jpg,Theophile Steinlen,Max Bill
99437.jpg,Pyotr Konchalovsky,Henry Darger
100687.jpg,Pyotr Konchalovsky,Alfred Manessier
61313.jpg,Boris Kustodiev,Mstislav Dobuzhinsky
97483.jpg,Gustave Dore,Victor Vasarely
89822.jpg,Boris Kustodiev,Victor Vasarely
67113.jpg,Boris Kustodiev,Warren Rohrer
25908.jpg,Boris Kustodiev,Mario Ballocco
83915.jpg,Vincent van Gogh,Victor Vasarely
25425.jpg,Pyotr Konchalovsky,Aurel Cojan
93425.jpg,Edgar Degas,Frederic Matys Thursz
81141.jpg,Theophile Steinlen,Saul Steinberg
40354.jpg,Pyotr Konchalovsky,Edward Burne-Jones
56279.jpg,Boris Kustodiev,Jose Ferraz de Almeida Junior
13187.jpg,Vincent van Gogh,Jean Fautrier
74838.jpg,Pyotr Konchalovsky,Albert Huie
14012.jpg,Edgar Degas,Huguette Arthur Bertrand
87413.jpg,Edgar Degas,Gunther Forg
43788.jpg,Theophile Steinlen,Helen Frankenthaler
40444.jpg,Theophile Steinlen,Victor Vasarely
76095.jpg,Theophile Steinlen,Nasreen Mohamedi
58526.jpg,Vincent van Gogh,Victor Vasarely
26004.jpg,Boris Kustodiev,Dadamaino
46409.jpg,Vincent van Gogh,Victor Vasarely
46393.jpg,Vincent van Gogh,Edna Andrade
79870.jpg,Edgar Degas,Mario Ballocco
30944.jpg,Boris Kustodiev,Perle Fine
23921.jpg,Theophile Steinlen,Omer Uluc
1565.jpg,Camille Corot,William Leighton Leitch
55428.jpg,Edgar Degas,Mstislav Dobuzhinsky
80724.jpg,Theophile Steinlen,John Martin
23252.jpg,Edgar Degas,andrea loney
44002.jpg,Camille Corot,Francisco de Zurbaran
6218.jpg,Edgar Degas,andrea loney
92799.jpg,Vincent van Gogh,Mykhailo Boichuk
68957.jpg,Theophile Steinlen,Ray Parker
100811.jpg,Edgar Degas,Dosso Dossi
88695.jpg,Pyotr Konchalovsky,Raphael Delorme
84390.jpg,Camille Corot,Vasily Tropinin
64669.jpg,Boris Kustodiev,Omer Uluc
69984.jpg,Pyotr Konchalovsky,Omer Uluc
24590.jpg,Pyotr Konchalovsky,Omer Uluc
57340.jpg,Boris Kustodiev,Enrico Baj
60203.jpg,Boris Kustodiev,Herbert Zangs
53598.jpg,Pyotr Konchalovsky,Gebre Kristos Desta
59799.jpg,Boris Kustodiev,Fred Yates
1684.jpg,Vincent van Gogh,Lajos Tihanyi
23562.jpg,Camille Corot,Hendrick Terbrugghen
74172.jpg,Boris Kustodiev,Maria Primachenko
14903.jpg,Pyotr Konchalovsky,Federico Zandomeneghi
1329.jpg,Theophile Steinlen,Sadamasa Motonaga
17526.jpg,Boris Kustodiev,Isidore Isou
91721.jpg,Theophile Steinlen,Gustave Singier
78263.jpg,Theophile Steinlen,Vasile Dobrian
36675.jpg,Theophile Steinlen,Agnes Martin
55802.jpg,Theophile Steinlen,Nasreen Mohamedi
61671.jpg,Theophile Steinlen,Omer Uluc
8177.jpg,Edgar Degas,Lucas Cranach the Elder
70902.jpg,Edgar Degas,Leon Bakst
62946.jpg,Vincent van Gogh,Charles Hermans
65499.jpg,Boris Kustodiev,Paul Feeley
91117.jpg,Theophile Steinlen,James Tissot
60971.jpg,Pyotr Konchalovsky,Bram Bogart
50000.jpg,Theophile Steinlen,Kaoru Kawano
18184.jpg,Edgar Degas,Jacek Malczewski
100056.jpg,Boris Kustodiev,Edward Burne-Jones
34182.jpg,Pierre-Auguste Renoir,Arthur Hughes
1086.jpg,Vincent van Gogh,Henri-Edmond Cross
42914.jpg,Boris Kustodiev,Mikhail Vrubel
94911.jpg,Theophile Steinlen,Georges Vantongerloo
18834.jpg,Vincent van Gogh,Jean Fouquet
82171.jpg,Gustave Dore,Agnes Martin
66569.jpg,Pyotr Konchalovsky,William Orpen
3868.jpg,Theophile Steinlen,Blinky Palermo
42535.jpg,Pyotr Konchalovsky,Lawren Harris
50446.jpg,Theophile Steinlen,Andy Warhol
94842.jpg,Pyotr Konchalovsky,M.F. Husain
28193.jpg,Camille Corot,William Leighton Leitch
19406.jpg,Boris Kustodiev,Theodoros Stamos
53323.jpg,Vincent van Gogh,Andrea Mantegna
79038.jpg,Pyotr Konchalovsky,Ion Tuculescu
73711.jpg,Camille Corot,Matthias Stom
70038.jpg,Camille Corot,Arnold Böcklin
48425.jpg,Pyotr Konchalovsky,Joseph Stella
49058.jpg,Boris Kustodiev,Alexander Calder
22472.jpg,Vincent van Gogh,Nasreen Mohamedi
27487.jpg,Camille Corot,Henri Fantin-Latour
38914.jpg,Pierre-Auguste Renoir,Thomas Gainsborough
51074.jpg,Theophile Steinlen,Theodore Rousseau
4353.jpg,Pyotr Konchalovsky,Jacques Hérold
54394.jpg,Theophile Steinlen,Jean Messagier
29818.jpg,Boris Kustodiev,Maurice Esteve
46304.jpg,Boris Kustodiev,Maurice Esteve
87296.jpg,Boris Kustodiev,Hans Hinterreiter
28843.jpg,Edgar Degas,Rupprecht Geiger
40244.jpg,Theophile Steinlen,Yosa Buson
94997.jpg,Edgar Degas,Wilhelm Kotarbinski
56865.jpg,Pyotr Konchalovsky,Emily Carr
16985.jpg,Pyotr Konchalovsky,Wifredo Lam
88515.jpg,Theophile Steinlen,Kaoru Kawano
90421.jpg,Theophile Steinlen,Mikhail Nesterov
51647.jpg,Pyotr Konchalovsky,Martin Schongauer
73306.jpg,Boris Kustodiev,Alighiero Boetti
25050.jpg,Theophile Steinlen,Ion Bitzan
85047.jpg,Boris Kustodiev,Fernand Leger
23223.jpg,Boris Kustodiev,Jose Escada
21659.jpg,Vincent van Gogh,Louis Soutter
63043.jpg,Camille Corot,Viktor Vasnetsov
48965.jpg,Boris Kustodiev,Sam Francis
75109.jpg,Vincent van Gogh,Twins Seven Seven
74224.jpg,Theophile Steinlen,Anna Ostroumova-Lebedeva
91413.jpg,Camille Corot,Giorgio Morandi
49221.jpg,Theophile Steinlen,Patrick Procktor
33449.jpg,Pyotr Konchalovsky,Walter Battiss
93998.jpg,Gustave Dore,Walter Battiss
73185.jpg,Pyotr Konchalovsky,Walter Battiss
51787.jpg,Boris Kustodiev,Vicente Manansala
93195.jpg,Boris Kustodiev,Giuseppe Santomaso
99408.jpg,Pyotr Konchalovsky,David Burliuk
86668.jpg,Edgar Degas,Felicien Rops
88954.jpg,Theophile Steinlen,Toyen
61341.jpg,Boris Kustodiev,Perle Fine
68352.jpg,Boris Kustodiev,Gustave Singier
99051.jpg,Theophile Steinlen,John Ferren
73667.jpg,Vincent van Gogh,Twins Seven Seven
36108.jpg,Theophile Steinlen,Max Bill
57807.jpg,Pyotr Konchalovsky,Yov Kondzelevych
25823.jpg,Pierre-Auguste Renoir,Adam Baltatu
35294.jpg,Vincent van Gogh,Lajos Tihanyi
42641.jpg,Pyotr Konchalovsky,Aurel Cojan
1206.jpg,Theophile Steinlen,Gunther Forg
77322.jpg,Theophile Steinlen,Andy Warhol
29614.jpg,Boris Kustodiev,Helen Frankenthaler
11159.jpg,Theophile Steinlen,Jiro Yoshihara
4737.jpg,Edgar Degas,David Burliuk
74906.jpg,Theophile Steinlen,Kiyoshi Saito
83925.jpg,Pyotr Konchalovsky,Francis Bott
97767.jpg,Boris Kustodiev,Aldo Mondino
33797.jpg,Boris Kustodiev,Fritz Winter
93350.jpg,Pyotr Konchalovsky,David Burliuk
81988.jpg,Edgar Degas,Jacques Villon
34230.jpg,Camille Pissarro,Mykola Pymonenko
7697.jpg,Theophile Steinlen,Aurelie Nemours
8576.jpg,Boris Kustodiev,Carlos Botelho
17010.jpg,Theophile Steinlen,Paul Kane
73708.jpg,Camille Corot,Theodor Severin Kittelsen
88740.jpg,Edgar Degas,Jose Malhoa
29623.jpg,Theophile Steinlen,Eileen Agar
62798.jpg,Edgar Degas,Philip de Laszlo
82457.jpg,Theophile Steinlen,Rupprecht Geiger
35107.jpg,Vincent van Gogh,Kitagawa Utamaro
25935.jpg,Theophile Steinlen,Andy Warhol
22896.jpg,Boris Kustodiev,William Orpen
42062.jpg,Camille Corot,Thomas Eakins
18077.jpg,Boris Kustodiev,Charles Hermans
68011.jpg,Boris Kustodiev,Enrico Baj
40921.jpg,Pyotr Konchalovsky,Emil Schumacher
75809.jpg,Gustave Dore,Mathias Goeritz
43402.jpg,Vincent van Gogh,Mstislav Dobuzhinsky
55637.jpg,Boris Kustodiev,Maurice Esteve
100933.jpg,Edgar Degas,Constant Permeke
41829.jpg,Pyotr Konchalovsky,Gabriele Munter
47173.jpg,Theophile Steinlen,Mily Possoz
44253.jpg,Vincent van Gogh,Victor Vasarely
11546.jpg,Camille Corot,George Romney
27958.jpg,Boris Kustodiev,Qiu Ying
99182.jpg,Pyotr Konchalovsky,Oscar Dominguez
9575.jpg,Camille Pissarro,Arthur Streeton
27466.jpg,Gustave Dore,Mstislav Dobuzhinsky
37867.jpg,Theophile Steinlen,Henri de Toulouse-Lautrec
39810.jpg,Vincent van Gogh,Claude Lorrain
34944.jpg,Theophile Steinlen,Dieter Roth
42586.jpg,Eugene Boudin,Bartolome Esteban Murillo
22355.jpg,Boris Kustodiev,Victor Vasarely
50993.jpg,Camille Pissarro,Volodymyr Orlovsky
29258.jpg,Theophile Steinlen,Walter Battiss
4851.jpg,Theophile Steinlen,Max Bill
88974.jpg,Eugene Boudin,Milton Resnick
76803.jpg,Vincent van Gogh,Natalia Dumitresco
96819.jpg,Boris Kustodiev,Walter Battiss
28010.jpg,Boris Kustodiev,Sam Francis
41305.jpg,Camille Corot,Homer Watson
3100.jpg,Theophile Steinlen,Eugene Delacroix
55343.jpg,Theophile Steinlen,Leon Arthur Tutundjian
35366.jpg,Boris Kustodiev,Louis Vivin
35684.jpg,Boris Kustodiev,Sam Francis
77429.jpg,Theophile Steinlen,Walter Battiss
75366.jpg,Theophile Steinlen,Fernand Leger
93794.jpg,Edgar Degas,George Mavroides
26075.jpg,Camille Corot,Jose Ferraz de Almeida Junior
43983.jpg,Pierre-Auguste Renoir,Philip de Laszlo
23564.jpg,Pyotr Konchalovsky,Ossip Zadkine
28474.jpg,Boris Kustodiev,Joaquín Sorolla
14925.jpg,Pyotr Konchalovsky,Alexandre Istrati
23685.jpg,Pyotr Konchalovsky,Clarence Holbrook Carter
16655.jpg,Boris Kustodiev,William Leighton Leitch
2603.jpg,Boris Kustodiev,Aldo Mondino
37001.jpg,Theophile Steinlen,Dadamaino
13058.jpg,Pyotr Konchalovsky,Alexandre Istrati
31450.jpg,Pyotr Konchalovsky,Gregoire Boonzaier
62219.jpg,Vincent van Gogh,Robert Goodnough
76629.jpg,Pyotr Konchalovsky,Alexander Ivanov
93387.jpg,Vincent van Gogh,Umberto Boccioni
80512.jpg,Camille Corot,Tom Scott
34490.jpg,Pyotr Konchalovsky,Yiannis Tsaroychis
49422.jpg,Boris Kustodiev,Dante Gabriel Rossetti
93332.jpg,Camille Corot,Gilbert Stuart
82714.jpg,Boris Kustodiev,Marsden Hartley
86441.jpg,Boris Kustodiev,Alexander Ivanov
39843.jpg,Theophile Steinlen,Gene Davis
84072.jpg,Theophile Steinlen,Clarence Holbrook Carter
37596.jpg,Camille Pissarro,Felice Casorati
64712.jpg,Edgar Degas,Franz Stuck
15254.jpg,Boris Kustodiev,Avigdor Arikha
9967.jpg,Pyotr Konchalovsky,Sam Francis
69365.jpg,Theophile Steinlen,Jean Arp
70564.jpg,Boris Kustodiev,Raphael Delorme
77359.jpg,Eugene Boudin,J. E. H. MacDonald
30468.jpg,Theophile Steinlen,Helen Frankenthaler
73471.jpg,Boris Kustodiev,Marsden Hartley
6086.jpg,Boris Kustodiev,Gunther Forg
70124.jpg,Vincent van Gogh,Horia Damian
32936.jpg,Boris Kustodiev,Aldo Mondino
49892.jpg,Vincent van Gogh,David Burliuk
101675.jpg,Boris Kustodiev,Sol LeWitt
69758.jpg,Boris Kustodiev,La Cruche saigne
25034.jpg,Theophile Steinlen,Jules Perahim
28021.jpg,Edgar Degas,Lucas Cranach the Elder
55922.jpg,Edgar Degas,John Singleton Copley
4422.jpg,Pyotr Konchalovsky,Fernand Leger
52328.jpg,Theophile Steinlen,Louis Comfort Tiffany
76357.jpg,Camille Pissarro,Carlos Botelho
95895.jpg,Boris Kustodiev,Julio Galan
57706.jpg,Boris Kustodiev,Stefan Dimitrescu
57085.jpg,Vincent van Gogh,Gene Davis
13765.jpg,Edgar Degas,Bernard Buffet
91088.jpg,Pyotr Konchalovsky,David Burliuk
26345.jpg,Theophile Steinlen,Sam Francis
64449.jpg,Theophile Steinlen,Kiyoshi Saito
69965.jpg,Pyotr Konchalovsky,Vicente Manansala
82688.jpg,Boris Kustodiev,Gustave Singier
41394.jpg,Boris Kustodiev,Gustave de Smet
4397.jpg,Boris Kustodiev,Eileen Agar
95561.jpg,Boris Kustodiev,Mario Prassinos
70512.jpg,Theophile Steinlen,Mario Prassinos
11111.jpg,Pyotr Konchalovsky,Irma Stern
49537.jpg,Theophile Steinlen,Helen Frankenthaler
25496.jpg,Boris Kustodiev,Jack Bush
16764.jpg,Boris Kustodiev,Raphael Delorme
9660.jpg,Boris Kustodiev,Radi Nedelchev
65102.jpg,Theophile Steinlen,Vasile Dobrian
85498.jpg,Camille Corot,Ipolit Strambu
49701.jpg,Theophile Steinlen,Jean Fautrier
98981.jpg,Pierre-Auguste Renoir,James McNeill Whistler
3343.jpg,Boris Kustodiev,Gene Davis
63234.jpg,Theophile Steinlen,Ilya Mashkov
92069.jpg,Theophile Steinlen,Paul Wunderlich
50159.jpg,Theophile Steinlen,Antoni Tapies
82787.jpg,Boris Kustodiev,Sam Francis
4157.jpg,Boris Kustodiev,Sam Francis
46775.jpg,Boris Kustodiev,Varlin
46332.jpg,Pyotr Konchalovsky,Francois Arnal
88860.jpg,Theophile Steinlen,Raphael Kirchner
38677.jpg,Edgar Degas,Emmanuel Zairis
44243.jpg,Theophile Steinlen,Hakuin Ekaku
88456.jpg,Camille Corot,William Shayer
17584.jpg,Boris Kustodiev,Robert Harris
41297.jpg,Camille Corot,Willem Kalf
47006.jpg,Camille Corot,Vasily Tropinin
23202.jpg,Pyotr Konchalovsky,Rene Duvillier
70053.jpg,Gustave Dore,Gene Davis
69837.jpg,Boris Kustodiev,Yamamura Toyonari
1528.jpg,Pyotr Konchalovsky,Arthur Rackham
63882.jpg,Theophile Steinlen,Jean Arp
21710.jpg,Camille Corot,Frederic Leighton
67033.jpg,Edgar Degas,Jean-Leon Gerome
6653.jpg,Pierre-Auguste Renoir,Jean-Paul Riopelle
39541.jpg,Boris Kustodiev,Sergei Parajanov
45422.jpg,Boris Kustodiev,Sam Francis
90779.jpg,Pyotr Konchalovsky,Vicente Manansala
51543.jpg,Vincent van Gogh,Carl Buchheister
18222.jpg,Pyotr Konchalovsky,Vicente Manansala
84774.jpg,Camille Corot,Thomas Couture
78823.jpg,Camille Pissarro,Mykola Pymonenko
62611.jpg,Theophile Steinlen,Camille Graeser
100733.jpg,Theophile Steinlen,Jacques Villon
263.jpg,Boris Kustodiev,Thomas Kinkade
69647.jpg,Theophile Steinlen,Arthur Rackham
11978.jpg,Theophile Steinlen,Kaoru Kawano
4662.jpg,Theophile Steinlen,Antoni Tapies
85742.jpg,Vincent van Gogh,Lucas Cranach the Elder
12553.jpg,Edgar Degas,Ossip Zadkine
82789.jpg,Boris Kustodiev,Edward Hopper
60142.jpg,Theophile Steinlen,Sam Francis
42546.jpg,Pyotr Konchalovsky,Alfred Manessier
57982.jpg,Eugene Boudin,Homer Watson
87741.jpg,Eugene Boudin,Mordecai Ardon
84059.jpg,Boris Kustodiev,Sigmar Polke
33479.jpg,Pyotr Konchalovsky,Walter Battiss
101017.jpg,Theophile Steinlen,Hans Hinterreiter
55592.jpg,Pyotr Konchalovsky,Morris Graves
58964.jpg,Boris Kustodiev,Enrico Donati
51610.jpg,Boris Kustodiev,Johannes Itten
2030.jpg,Theophile Steinlen,Rupprecht Geiger
10050.jpg,Vincent van Gogh,Serge Brignoni
79759.jpg,Boris Kustodiev,han van meegeren
52447.jpg,Pyotr Konchalovsky,Franz Marc
35285.jpg,Boris Kustodiev,Roger Bissière
43721.jpg,Gustave Dore,GRB I
67777.jpg,Boris Kustodiev,Candido Portinari
101971.jpg,Theophile Steinlen,Raphael Kirchner
26167.jpg,Theophile Steinlen,han van meegeren
35524.jpg,Boris Kustodiev,Mykhailo Boichuk
40117.jpg,Edgar Degas,George Demetrescu Mirea
69831.jpg,Boris Kustodiev,Theo van Doesburg
24140.jpg,Boris Kustodiev,Victor Pasmore
50578.jpg,Boris Kustodiev,Raphael Kirchner
64379.jpg,Boris Kustodiev,Raphael
41248.jpg,Boris Kustodiev,Ernst Wilhelm Nay
50722.jpg,Theophile Steinlen,Vicente Manansala
16874.jpg,Boris Kustodiev,Alberto Magnelli
581.jpg,Theophile Steinlen,Helen Frankenthaler
70879.jpg,Theophile Steinlen,Lolo Soldevilla
28736.jpg,Theophile Steinlen,Alberto Magnelli
78021.jpg,Theophile Steinlen,Leon Arthur Tutundjian
1806.jpg,Theophile Steinlen,Gene Davis
7231.jpg,Edgar Degas,Antonio Mancini
52264.jpg,Pierre-Auguste Renoir,Eugene Leroy
62721.jpg,Pyotr Konchalovsky,Lajos Tihanyi
637.jpg,Pyotr Konchalovsky,Asger Jorn
102792.jpg,Boris Kustodiev,Ossip Zadkine
46493.jpg,Boris Kustodiev,Agnes Martin
9592.jpg,Boris Kustodiev,Gustave Singier
57556.jpg,Theophile Steinlen,Mario Nuzzi
98524.jpg,Gustave Dore,Victor Vasarely
60225.jpg,Boris Kustodiev,Richards Ruben
16056.jpg,Camille Corot,Charles M. Russell
3818.jpg,Theophile Steinlen,Heorhiy Narbut
85401.jpg,Camille Corot,Winslow Homer
59348.jpg,Vincent van Gogh,Theodore Rousseau
54728.jpg,Vincent van Gogh,Edouard Vuillard
46348.jpg,Theophile Steinlen,Hans Hinterreiter
38912.jpg,Boris Kustodiev,Jacques Villon
68657.jpg,Pyotr Konchalovsky,Natalia Goncharova
54422.jpg,Theophile Steinlen,Kiyoshi Saito
96836.jpg,Boris Kustodiev,Toyohara Chikanobu
77148.jpg,Camille Corot,Giovanni Antonio Boltraffio
66568.jpg,Pyotr Konchalovsky,LeRoy Neiman
22840.jpg,Theophile Steinlen,Lake Superior Sketch XXXIV
44743.jpg,Vincent van Gogh,Sam Francis
74736.jpg,Boris Kustodiev,Theodoros Stamos
85284.jpg,Boris Kustodiev,Theodoros Stamos
21698.jpg,Boris Kustodiev,Henry Darger
16908.jpg,Edgar Degas,Giuseppe Santomaso
72649.jpg,Pyotr Konchalovsky,Gunther Gerzso
100806.jpg,Theophile Steinlen,Sam Francis
96952.jpg,Pyotr Konchalovsky,Carl Buchheister
50387.jpg,Pyotr Konchalovsky,Vicente Manansala
38797.jpg,Theophile Steinlen,Johannes Itten
86195.jpg,Edgar Degas,Vicente Manansala
24239.jpg,Theophile Steinlen,Leon Arthur Tutundjian
12539.jpg,Theophile Steinlen,Clarence Holbrook Carter
54251.jpg,Boris Kustodiev,John Brack
13498.jpg,Boris Kustodiev,Paolo Uccello
36612.jpg,Theophile Steinlen,Eugene Delacroix
101975.jpg,Edgar Degas,Moise Kisling
16863.jpg,Boris Kustodiev,Romare Bearden
90988.jpg,Theophile Steinlen,Josef Sima
83916.jpg,Theophile Steinlen,Archibald Thorburn
10870.jpg,Vincent van Gogh,Francis Picabia
37043.jpg,Theophile Steinlen,Felix Vallotton 
77835.jpg,Theophile Steinlen,Serge Sudeikin
65324.jpg,Vincent van Gogh,Jacques Villon
7157.jpg,Pyotr Konchalovsky,Louis Comfort Tiffany
82692.jpg,Theophile Steinlen,Jules Perahim
24273.jpg,Pierre-Auguste Renoir,Jankel Adler
35783.jpg,Theophile Steinlen,Yves Gaucher
34909.jpg,Edgar Degas,Fikret Mualla Saygi
284.jpg,Eugene Boudin,John Wilson Carmichael
92953.jpg,Boris Kustodiev,Aldo Mondino
52912.jpg,Boris Kustodiev,Edwin Dickinson
47396.jpg,Theophile Steinlen,Paul Feeley
7140.jpg,Camille Corot,Mykola Pymonenko
28671.jpg,Vincent van Gogh,Roger Bissière
34233.jpg,Boris Kustodiev,Moshe Kupferman
70463.jpg,Pyotr Konchalovsky,Kiyoshi Saito
7992.jpg,Boris Kustodiev,Hans Hofmann
48748.jpg,Eugene Boudin,Ito Jakuchu
72801.jpg,Pyotr Konchalovsky,Georges Rouault
30285.jpg,Theophile Steinlen,Raoul Ubac
